occurred_at,topic,event_type,actor_user_id,payload_json
2026-08-13T09:26:06.737461+00:00,kv/user/registered,user.registered,6a7d8dae4409dac0343e3696,"{""event"": ""user.registered"", ""user_id"": ""6a7d8dae4409dac0343e3696"", ""full_name"": ""TEST MIMI KWAJIBU"", ""phone_primary"": ""+255759000001"", ""category"": ""education"", ""cadre_code"": ""TEACHER_SECONDARY"", ""cadre_display"": ""Mwalimu wa Elimu ya Sekondari"", ""subjects"": [""MATH""], ""current_station"": {""region_id"": 4, ""region_name"": ""Dodoma"", ""district_id"": 401, ""district_name"": ""Dodoma Cc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 3, ""region_name"": ""Dar Es Salaam"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-13T09:26:06.275984+00:00""}"
2026-08-13T09:26:20.274016+00:00,kv/user/registered,user.registered,6a7d8dbc4409dac0343e369b,"{""event"": ""user.registered"", ""user_id"": ""6a7d8dbc4409dac0343e369b"", ""full_name"": ""TEST WAJE DAR"", ""phone_primary"": ""+255759000002"", ""category"": ""education"", ""cadre_code"": ""TEACHER_SECONDARY"", ""cadre_display"": ""Mwalimu wa Elimu ya Sekondari"", ""subjects"": [""PHYS""], ""current_station"": {""region_id"": 3, ""region_name"": ""Dar Es Salaam"", ""district_id"": 0, ""district_name"": """", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 4, ""region_name"": ""Dodoma"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-13T09:26:19.906676+00:00""}"
2026-08-13T09:26:27.109089+00:00,kv/user/registered,user.registered,6a7d8dc34409dac0343e36a0,"{""event"": ""user.registered"", ""user_id"": ""6a7d8dc34409dac0343e36a0"", ""full_name"": ""TEST WAJE MWANZA"", ""phone_primary"": ""+255759000003"", ""category"": ""education"", ""cadre_code"": ""TEACHER_SECONDARY"", ""cadre_display"": ""Mwalimu wa Elimu ya Sekondari"", ""subjects"": [""PHYS""], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 0, ""district_name"": """", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 4, ""region_name"": ""Dodoma"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-13T09:26:26.733835+00:00""}"
2026-08-13T09:26:27.491680+00:00,kv/user/registered,user.registered,6a7d8dc34409dac0343e36a4,"{""event"": ""user.registered"", ""user_id"": ""6a7d8dc34409dac0343e36a4"", ""full_name"": ""TEST WAJE ARUSHA"", ""phone_primary"": ""+255759000004"", ""category"": ""education"", ""cadre_code"": ""TEACHER_SECONDARY"", ""cadre_display"": ""Mwalimu wa Elimu ya Sekondari"", ""subjects"": [""PHYS""], ""current_station"": {""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": 0, ""district_name"": """", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 4, ""region_name"": ""Dodoma"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-13T09:26:27.141953+00:00""}"
2026-08-13T10:21:00.779599+00:00,kv/data/regions_changed,data.region_added,,"{""event"": ""data.region_added"", ""kind"": ""region"", ""action"": ""added"", ""item"": {""id"": 27, ""name"": ""Mkoa Test AutoID""}, ""by_user_id"": ""6a744c964a29340f3c9bdc8e"", ""by_name"": ""Hamisi Selemani"", ""occurred_at"": ""2026-08-13T10:21:00.685316+00:00""}"
2026-08-13T10:21:00.805197+00:00,kv/data/districts_changed,data.district_added,,"{""event"": ""data.district_added"", ""kind"": ""district"", ""action"": ""added"", ""item"": {""id"": 189, ""region_id"": 4, ""name"": ""Wilaya Test AutoID""}, ""by_user_id"": ""6a744c964a29340f3c9bdc8e"", ""by_name"": ""Hamisi Selemani"", ""occurred_at"": ""2026-08-13T10:21:00.763579+00:00""}"
2026-08-13T10:21:14.833207+00:00,kv/user/registered,user.registered,6a7d9a9a495a57313b5e8aa6,"{""event"": ""user.registered"", ""user_id"": ""6a7d9a9a495a57313b5e8aa6"", ""full_name"": ""Bulk Test A"", ""phone_primary"": ""+255759000011"", ""category"": ""health"", ""cadre_code"": ""CO"", ""cadre_display"": ""Clinical Officer"", ""subjects"": [], ""current_station"": {""region_id"": 4, ""region_name"": ""Dodoma"", ""district_id"": 25, ""district_name"": ""Dodoma Cc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 3, ""region_name"": ""Dar Es Salaam"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-13T10:21:14.494287+00:00""}"
2026-08-13T10:21:15.216726+00:00,kv/user/registered,user.registered,6a7d9a9b495a57313b5e8aaa,"{""event"": ""user.registered"", ""user_id"": ""6a7d9a9b495a57313b5e8aaa"", ""full_name"": ""Bulk Test B"", ""phone_primary"": ""+255759000012"", ""category"": ""health"", ""cadre_code"": ""CO"", ""cadre_display"": ""Clinical Officer"", ""subjects"": [], ""current_station"": {""region_id"": 4, ""region_name"": ""Dodoma"", ""district_id"": 25, ""district_name"": ""Dodoma Cc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 3, ""region_name"": ""Dar Es Salaam"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-13T10:21:14.871618+00:00""}"
2026-08-13T10:21:15.275972+00:00,kv/user/updated_by_admin,user.updated_by_admin,6a7d9a9a495a57313b5e8aa6,"{""event"": ""user.updated_by_admin"", ""user_id"": ""6a7d9a9a495a57313b5e8aa6"", ""changed_fields"": [""status""], ""status"": ""disabled"", ""occurred_at"": ""2026-08-13T10:21:15.273266+00:00""}"
2026-08-13T10:21:15.288110+00:00,kv/user/updated_by_admin,user.updated_by_admin,6a7d9a9b495a57313b5e8aaa,"{""event"": ""user.updated_by_admin"", ""user_id"": ""6a7d9a9b495a57313b5e8aaa"", ""changed_fields"": [""status""], ""status"": ""disabled"", ""occurred_at"": ""2026-08-13T10:21:15.273266+00:00""}"
