occurred_at,topic,event_type,actor_user_id,payload_json
2026-08-15T17:21:00.390747+00:00,kv/user/registered,user.registered,6a809ffc00a13b5ae969cdb6,"{""event"": ""user.registered"", ""user_id"": ""6a809ffc00a13b5ae969cdb6"", ""full_name"": ""Test RealTime"", ""phone_primary"": ""+255763814459"", ""category"": ""health"", ""cadre_code"": ""CO"", ""cadre_display"": ""Clinical Officer"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana DC"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": 101, ""district_name"": ""Arusha DC"", ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-15T17:20:59.964685+00:00""}"
2026-08-15T17:24:20.782793+00:00,kv/user/registered,user.registered,6a80a0c400a13b5ae969cdbb,"{""event"": ""user.registered"", ""user_id"": ""6a80a0c400a13b5ae969cdbb"", ""full_name"": ""RT Test 1786814660"", ""phone_primary"": ""+255763814660"", ""category"": ""health"", ""cadre_code"": ""CO"", ""cadre_display"": ""Clinical Officer"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana DC"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": 101, ""district_name"": ""Arusha DC"", ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-15T17:24:20.362544+00:00""}"
2026-08-15T17:25:05.244231+00:00,kv/user/registered,user.registered,6a80a0f100a13b5ae969cdc0,"{""event"": ""user.registered"", ""user_id"": ""6a80a0f100a13b5ae969cdc0"", ""full_name"": ""RT Test 1786814704"", ""phone_primary"": ""+255763814704"", ""category"": ""health"", ""cadre_code"": ""CO"", ""cadre_display"": ""Clinical Officer"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana DC"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": 101, ""district_name"": ""Arusha DC"", ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-15T17:25:04.913813+00:00""}"
2026-08-15T17:25:15.359676+00:00,kv/user/presence,user.presence,6a80a03a22a41333e3bfc8ff,"{""event"": ""user.presence"", ""user_id"": ""6a80a03a22a41333e3bfc8ff"", ""is_online"": true, ""occurred_at"": ""2026-08-15T17:25:15.343108+00:00""}"
2026-08-15T17:25:15.704898+00:00,kv/user/registered,user.registered,6a80a0fb00a13b5ae969cdc6,"{""event"": ""user.registered"", ""user_id"": ""6a80a0fb00a13b5ae969cdc6"", ""full_name"": ""RT Test WS 1786814716"", ""phone_primary"": ""+255763814716"", ""category"": ""health"", ""cadre_code"": ""CO"", ""cadre_display"": ""Clinical Officer"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana DC"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": 101, ""district_name"": ""Arusha DC"", ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-15T17:25:15.360524+00:00""}"
2026-08-15T17:25:15.808861+00:00,kv/user/presence,user.presence,6a80a03a22a41333e3bfc8ff,"{""event"": ""user.presence"", ""user_id"": ""6a80a03a22a41333e3bfc8ff"", ""is_online"": false, ""occurred_at"": ""2026-08-15T17:25:15.806686+00:00""}"
2026-08-15T17:27:03.968804+00:00,kv/user/registered,user.registered,6a80a16700a13b5ae969cdcc,"{""event"": ""user.registered"", ""user_id"": ""6a80a16700a13b5ae969cdcc"", ""full_name"": ""SSE Live 1786814823"", ""phone_primary"": ""+255763814823"", ""category"": ""health"", ""cadre_code"": ""CO"", ""cadre_display"": ""Clinical Officer"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana DC"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": 101, ""district_name"": ""Arusha DC"", ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-15T17:27:03.634493+00:00""}"
2026-08-15T17:27:58.287282+00:00,kv/user/registered,user.registered,6a80a19e00a13b5ae969cdd1,"{""event"": ""user.registered"", ""user_id"": ""6a80a19e00a13b5ae969cdd1"", ""full_name"": ""RT Test 1786814877"", ""phone_primary"": ""+255763814877"", ""category"": ""health"", ""cadre_code"": ""CO"", ""cadre_display"": ""Clinical Officer"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana DC"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": 101, ""district_name"": ""Arusha DC"", ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-15T17:27:57.945728+00:00""}"
2026-08-15T17:28:00.660760+00:00,kv/user/registered,user.registered,6a80a1a000a13b5ae969cdd6,"{""event"": ""user.registered"", ""user_id"": ""6a80a1a000a13b5ae969cdd6"", ""full_name"": ""RT SSE 1786814880"", ""phone_primary"": ""+255763814880"", ""category"": ""health"", ""cadre_code"": ""CO"", ""cadre_display"": ""Clinical Officer"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana DC"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": 101, ""district_name"": ""Arusha DC"", ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-15T17:28:00.302693+00:00""}"
2026-08-15T17:28:08.356572+00:00,kv/user/presence,user.presence,6a80a03a22a41333e3bfc8ff,"{""event"": ""user.presence"", ""user_id"": ""6a80a03a22a41333e3bfc8ff"", ""is_online"": true, ""occurred_at"": ""2026-08-15T17:28:08.352325+00:00""}"
