occurred_at,topic,event_type,actor_user_id,payload_json
2026-08-08T05:19:11.029433+00:00,kv/user/registered,user.registered,6a76bc4efa6eaf22d3ca7464,"{""event"": ""user.registered"", ""user_id"": ""6a76bc4efa6eaf22d3ca7464"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-08T05:19:10.402966+00:00""}"
2026-08-08T05:19:12.450579+00:00,kv/user/registered,user.registered,6a76bc50fa6eaf22d3ca7472,"{""event"": ""user.registered"", ""user_id"": ""6a76bc50fa6eaf22d3ca7472"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-08T05:19:11.926764+00:00""}"
2026-08-08T05:19:14.635462+00:00,kv/user/registered,user.registered,6a76bc52fa6eaf22d3ca7475,"{""event"": ""user.registered"", ""user_id"": ""6a76bc52fa6eaf22d3ca7475"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-08T05:19:13.707440+00:00""}"
2026-08-08T05:19:15.923512+00:00,kv/user/registered,user.registered,6a76bc53fa6eaf22d3ca7478,"{""event"": ""user.registered"", ""user_id"": ""6a76bc53fa6eaf22d3ca7478"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-08T05:19:15.309009+00:00""}"
2026-08-08T05:19:16.670350+00:00,kv/user/registered,user.registered,6a76bc54fa6eaf22d3ca747b,"{""event"": ""user.registered"", ""user_id"": ""6a76bc54fa6eaf22d3ca747b"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-08T05:19:16.122573+00:00""}"
2026-08-08T05:19:17.196975+00:00,kv/user/password_reset_requested,user.password_reset_requested,6a76bc54fa6eaf22d3ca747b,"{""event"": ""user.password_reset_requested"", ""user_id"": ""6a76bc54fa6eaf22d3ca747b"", ""phone"": ""+255712345678"", ""occurred_at"": ""2026-08-08T05:19:16.677870+00:00""}"
2026-08-08T05:19:18.718717+00:00,kv/user/password_reset_completed,user.password_reset_completed,6a76bc54fa6eaf22d3ca747b,"{""event"": ""user.password_reset_completed"", ""user_id"": ""6a76bc54fa6eaf22d3ca747b"", ""phone"": ""+255712345678"", ""occurred_at"": ""2026-08-08T05:19:18.717161+00:00""}"
2026-08-08T05:22:21.464819+00:00,kv/user/registered,user.registered,6a76bd0d388335d1ebd72ac4,"{""event"": ""user.registered"", ""user_id"": ""6a76bd0d388335d1ebd72ac4"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": 101, ""district_name"": ""Arusha Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-08T05:22:20.869859+00:00""}"
2026-08-08T05:22:22.405969+00:00,kv/user/password_reset_requested,user.password_reset_requested,6a76bd0d388335d1ebd72ac4,"{""event"": ""user.password_reset_requested"", ""user_id"": ""6a76bd0d388335d1ebd72ac4"", ""phone"": ""+255765123450"", ""occurred_at"": ""2026-08-08T05:22:21.615363+00:00""}"
2026-08-08T05:26:32.676506+00:00,kv/user/registered,user.registered,6a76be08352c4058ff3abf14,"{""event"": ""user.registered"", ""user_id"": ""6a76be08352c4058ff3abf14"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-08T05:26:32.156285+00:00""}"
